Street,City,State,State_name,Zip_code,LON,LAT
N VAN DYKE RD,BAD AXE,MI,Michigan,48413,-83.0003,43.814
US HIGHWAY 23 S,ALPENA,MI,Michigan,49707,-83.4611,45.0411
W DIVISION ST,ST CLOUD,MN,Minnesota,56301,-94.2105,45.5535
2ND ST S,WAITE PARK,MN,Minnesota,56387,-94.2251,45.5497
5TH AVE S,ST CLOUD,MN,Minnesota,56301,-94.1556,45.5581
N BENTON DR,SAUK RAPIDS,MN,Minnesota,56379,-94.1697,45.5915
CARSON AVE,ELK RIVER,MN,Minnesota,55330,-93.5563,45.3042
HIGHWAY 169,ELK RIVER,MN,Minnesota,55330,-93.5621,45.322
S RUM RIVER DR,PRINCETON,MN,Minnesota,55371,-93.5811,45.5604
LAKE GEORGE BLVD,OAK GROVE,MN,Minnesota,55303,-93.3459,45.3183
2ND AVE NE,CAMBRIDGE,MN,Minnesota,55008,-93.2227,45.574
LAKE ST S,FOREST LAKE,MN,Minnesota,55025,-92.9836,45.2694
HIGHWAY 65 S,MORA,MN,Minnesota,55051,-93.2898,45.873
HILLSIDE AVE SW,PINE CITY,MN,Minnesota,55063,-92.9761,45.8192
STATE HIGHWAY 210 W,BAXTER,MN,Minnesota,56425,-94.2269,46.3548
S MAIN ST,RICE LAKE,WI,Wisconsin,54868,-91.7345,45.4762
US HIGHWAY 63,HAYWARD,WI,Wisconsin,54843,-91.4731,46.0204
,HAYWARD,WI,Wisconsin,54843,-91.4758,46.003
HIGHWAY 33 S,CLOQUET,MN,Minnesota,55720,-92.4631,46.7127
GRAND AVE,DULUTH,MN,Minnesota,55807,-92.1668,46.741
HAMMOND AVE,SUPERIOR,WI,Wisconsin,54880,-92.0983,46.7307
W CENTRAL ENTRANCE,DULUTH,MN,Minnesota,55811,-92.1329,46.8007
LONDON RD,DULUTH,MN,Minnesota,55812,-92.0709,46.8032
WOODLAND AVE,DULUTH,MN,Minnesota,55812,-92.0782,46.8159
S POKEGAMA AVE,GRAND RAPIDS,MN,Minnesota,55744,-93.5284,47.2238
S HIGHWAY 169,GRAND RAPIDS,MN,Minnesota,55744,-93.5311,47.1997
HWY 2 E,DEER RIVER,MN,Minnesota,56636,-93.8706,47.335
MAIN AVE W,DEER RIVER,MN,Minnesota,56636,-93.799,47.3353
E 37TH ST,HIBBING,MN,Minnesota,55746,-92.9271,47.4074
13TH ST S,VIRGINIA,MN,Minnesota,55792,-92.5586,47.5126
N 4TH ST,TOMAHAWK,WI,Wisconsin,54487,-89.729,45.4855
S COURTNEY ST,RHINELANDER,WI,Wisconsin,54501,-89.4125,45.6352
LINCOLN ST,RHINELANDER,WI,Wisconsin,54501,-89.4081,45.6329
W PINE ST,EAGLE RIVER,WI,Wisconsin,54521,-89.2542,45.9143
S STEPHENSON AVE,IRON MOUNTAIN,MI,Michigan,49801,-88.0513,45.8089
PALMS AVE,ISHPEMING,MI,Michigan,49849,-87.6675,46.5029
MEMORIAL RD,HOUGHTON,MI,Michigan,49931,-88.5862,47.1181
N LINCOLN RD,ESCANABA,MI,Michigan,49829,-87.0798,45.7495
E LAKESHORE DR,MANISTIQUE,MI,Michigan,49854,-86.2449,45.9529
US HIGHWAY 41 W,MARQUETTE,MI,Michigan,49855,-87.4322,46.5478
E STATE HIGHWAY M28,MUNISING,MI,Michigan,49862,-86.6508,46.4085
BRIDGE ST,CHARLEVOIX,MI,Michigan,49720,-85.2591,45.3083
S US HIGHWAY 131,PETOSKEY,MI,Michigan,49770,-84.9676,45.3494
S MAIN ST,CHEBOYGAN,MI,Michigan,49721,-84.4781,45.6273
STATE HIGHWAY M28,NEWBERRY,MI,Michigan,49868,-85.5077,46.3035
ASHMUN ST,SAULT STE MARIE,MI,Michigan,49783,-84.3537,46.4795
SENECA TRL S,RONCEVERTE,WV,West Virginia,24970,-80.4613,37.7742
MAIN ST E,WHITE SLPHR SPGS,WV,West Virginia,24986,-80.2902,37.8003
ROANOKE RD,DALEVILLE,VA,Virginia,24083,-79.9058,37.393
S HIGHLAND AVE,COVINGTON,VA,Virginia,24426,-79.9871,37.7814
CRAIGSVILLE,CRAIGSVILLE,WV,West Virginia,26205,-80.6536,38.3257
RR 20,CRAIGSVILLE,WV,West Virginia,26205,-80.6512,38.3301
E,CLIFTON FORGE,VA,Virginia,24422,-79.762,37.8304
COMMUNITY CENTER DR,CLIFTON FORGE,VA,Virginia,24422,-79.7943,37.8428
ROCKLAWN LN,LEXINGTON,VA,Virginia,24450,-79.4335,37.7764
BOONSBORO RD,LYNCHBURG,VA,Virginia,24503,-79.2191,37.4466
MEMORIAL AVE,LYNCHBURG,VA,Virginia,24501,-79.1675,37.403
OLD FOREST RD,LYNCHBURG,VA,Virginia,24501,-79.2073,37.4143
S AMHERST HWY,MADISON HEIGHTS,VA,Virginia,24572,-79.1195,37.4624
STUARTS DRAFT HWY,STUARTS DRAFT,VA,Virginia,24477,-79.0364,38.0337
RICHMOND AVE,STAUNTON,VA,Virginia,24401,-79.0531,38.1429
HARRISON AVE,ELKINS,WV,West Virginia,26241,-79.8676,38.9323
US HIGHWAY 33 E,WESTON,WV,West Virginia,26452,-80.4496,39.0366
CLARKSBURG RD,BUCKHANNON,WV,West Virginia,26201,-80.2333,38.9994
ADAMS AVE,CLARKSBURG,WV,West Virginia,26301,-80.3586,39.2921
W MAIN ST,BRIDGEPORT,WV,West Virginia,26330,-80.2711,39.2816
LIGGETT ADDITION RD,BUCKHANNON,WV,West Virginia,26201,-80.1941,38.9762
S 3RD ST,OAKLAND,MD,Maryland,21550,-79.4051,39.4096
VIRGINIA AVE,PETERSBURG,WV,West Virginia,26847,-79.1148,38.9937
RR 220,KEYSER,WV,West Virginia,26726,-79.0044,39.4036
W BROAD ST,WAYNESBORO,VA,Virginia,22980,-78.8992,38.0728
TOWN CENTER DR,WAYNESBORO,VA,Virginia,22980,-78.942,38.0569
RADFORD LN,CHARLOTTESVILLE,VA,Virginia,22903,-78.6827,38.0508
RADFORD LN,CHARLOTTESVILLE,VA,Virginia,22903,-78.6826,38.052
S MAIN ST,HARRISONBURG,VA,Virginia,22801,-78.8957,38.419
S STUART AVE,ELKTON,VA,Virginia,22827,-78.6182,38.4066
TWENTYNINTH PLACE CT,CHARLOTTESVILLE,VA,Virginia,22901,-78.4724,38.08
SEMINOLE TRL,RUCKERSVILLE,VA,Virginia,22968,-78.3718,38.2282
JAMES MADISON HWY,ORANGE,VA,Virginia,22960,-78.1216,38.2248
ACADEMY RD,POWHATAN,VA,Virginia,23139,-77.8844,37.5394
RAISED ANTLER CIR,MIDLOTHIAN,VA,Virginia,23112,-77.6616,37.4043
GENITO RD,MIDLOTHIAN,VA,Virginia,23112,-77.6503,37.4499
HULL STREET RD,MIDLOTHIAN,VA,Virginia,23112,-77.5837,37.4422
MIDLOTHIAN TPKE,MIDLOTHIAN,VA,Virginia,23113,-77.6465,37.5032
MIDLOTHIAN TPKE,N CHESTERFIELD,VA,Virginia,23235,-77.6028,37.5062
WADSWORTH DR,N CHESTERFIELD,VA,Virginia,23236,-77.5561,37.4948
BELMONT RD,CHESTERFIELD,VA,Virginia,23832,-77.5132,37.4534
HOPKINS RD,N CHESTERFIELD,VA,Virginia,23234,-77.473,37.4434
MIDLOTHIAN TPKE,RICHMOND,VA,Virginia,23225,-77.504,37.5048
BUFORD RD,N CHESTERFIELD,VA,Virginia,23235,-77.5614,37.5348
W BROAD ST,GLEN ALLEN,VA,Virginia,23060,-77.6056,37.652
WESTBRIAR DR,RICHMOND,VA,Virginia,23238,-77.6233,37.599
QUIOCCASIN RD,RICHMOND,VA,Virginia,23229,-77.573,37.6064
W BROAD ST,HENRICO,VA,Virginia,23294,-77.5571,37.64
PATTERSON AVE,RICHMOND,VA,Virginia,23226,-77.5149,37.5796
W BROAD ST,RICHMOND,VA,Virginia,23220,-77.466,37.5598
STAPLES MILL RD,RICHMOND,VA,Virginia,23228,-77.5155,37.6415
AZALEA AVE,RICHMOND,VA,Virginia,23227,-77.4529,37.6016
WILLIAMSBURG RD,HENRICO,VA,Virginia,23231,-77.3443,37.5181
E LABURNUM AVE,RICHMOND,VA,Virginia,23222,-77.424,37.5848
E LABURNUM AVE,RICHMOND,VA,Virginia,23222,-77.3974,37.5782
MECHANICSVILLE TPKE,RICHMOND,VA,Virginia,23223,-77.4012,37.5693
S LABURNUM AVE,RICHMOND,VA,Virginia,23231,-77.3564,37.5275
WILKINSON RD,RICHMOND,VA,Virginia,23227,-77.4424,37.63
MECHANICSVILLE TPKE,MECHANICSVILLE,VA,Virginia,23111,-77.3443,37.6117
NUCKOLS RD,GLEN ALLEN,VA,Virginia,23059,-77.5903,37.6827
ENGLAND ST,ASHLAND,VA,Virginia,23005,-77.4687,37.7579
KINGS CHARTER DR,ASHLAND,VA,Virginia,23005,-77.437,37.6917
JEFFERSON HWY,LOUISA,VA,Virginia,23093,-77.9918,38.0183
E BROADDUS AVE,BOWLING GREEN,VA,Virginia,22427,-77.3458,38.0573
JEFFERSON DAVIS HWY,FREDERICKSBURG,VA,Virginia,22408,-77.4994,38.2487
,FREDERICKSBURG,VA,Virginia,22401,-77.4829,38.2954
POWHATAN ST,FREDERICKSBURG,VA,Virginia,22401,-77.4798,38.3047
W RESERVOIR RD,WOODSTOCK,VA,Virginia,22664,-78.5245,38.8702
US HIGHWAY 211 W,LURAY,VA,Virginia,22835,-78.4955,38.6605
W 14TH ST,FRONT ROYAL,VA,Virginia,22630,-78.1957,38.935
FAIRFAX PIKE,STEPHENS CITY,VA,Virginia,22655,-78.2042,39.0807
S CAMERON ST,WINCHESTER,VA,Virginia,22601,-78.1666,39.1765
BERRYVILLE AVE,WINCHESTER,VA,Virginia,22601,-78.1448,39.1861
MARKET ST,WINCHESTER,VA,Virginia,22603,-78.1359,39.2215
N MAIN ST,CULPEPER,VA,Virginia,22701,-77.9933,38.4813
VILLAGE CENTER DR,BEALETON,VA,Virginia,22712,-77.7649,38.5811
BROADVIEW AVE,WARRENTON,VA,Virginia,20186,-77.8063,38.72
WALPOLE ST,STAFFORD,VA,Virginia,22554,-77.4628,38.4492
JEFFERSON DAVIS HWY,STAFFORD,VA,Virginia,22554,-77.4067,38.4623
HOADLY RD,MANASSAS,VA,Virginia,20112,-77.3954,38.6725
DALE BLVD,WOODBRIDGE,VA,Virginia,22193,-77.3382,38.6469
,DALE CITY,VA,Virginia,22193,-77.3538,38.6422
